"457","2","Yeni yilda ilk neyin haberi yapilir?","2012-12-31 14:07:55","Kavga","Bebek","Gunes","Kaza","B","18"
"458","5","TV'de dinlediginiz Jingle Bells melodisi ne zaman calarr?","2012-12-31 14:09:55","Sevgililer gunu","Yeni yil","Cenaze","Dugun","B","18"
"459","6","Bilmecede birbirini yememeleri istenenler arasinda hangisi yoktur?","2012-12-31 14:11:55","Kemik","Kurt","Ot","Kuzu","A","18"
"460","6","Hangisi yeni yila daha erken girer?","2012-12-31 14:14:55","Amerika","Rusya","Norvec","Avustralya","D","18"
"461","9","Amerikarli Thomast nast, hangisine son halini vermistir?","2012-12-31 14:16:55","Sam Amca","Noel Baba","Kel Kartal","Dolar isareti","B","18"
"462","10","Yiyecegini suda yikamadan yemeyen hayvan hangisidir?","2012-12-31 14:18:55","Rakun","Kokarca","Gelincik","Panda","A","18"
"463","11","Kimyager Wallace Hume Carothers hangi bulusu ile ticari olarak buyuk endustri olusmasina neden olmustur?","2012-12-31 14:32:55","Cimento","Kaucuk","Naylon","Pil","B","18"
"464","1","Hindistan’da yer alan, icinde tum insanlarin baris icinde yasamasini hedefleyen, UNESCO’nun destek verdigi sehir projesinin adi nedir?","2013-01-04 13:16:45","Goodville","Auroville","Harmonyville","Ecoville","B","19"
"465","2","Osmanli’da, sahiplerinin devletten ruhsat alarak islettikleri meyhanelere ne ad verilirdi?","2013-01-04 13:17:50","Mudavim","Gedikli","Musallat","Kamber","A","19"
"466","3","Osmanli’da, sahiplerinin devletten ruhsat alarak islettikleri meyhanelere ne ad verilirdi?","2013-01-04 13:23:47","Mudavim","Gedikli","Musallat","Kamber","B","19"
"467","4","Hindistan’da yer alan, icinde tum insanlarin baris icinde yasamasini hedefleyen, UNESCO’nun destek verdigi sehir projesinin adi nedir?","2013-01-04 13:24:54","Goodville","Auroville","Harmonyville","Ecoville","B","19"
"468","5","“Pal Sokagi Cocuklari” romaninin sonunda roman kahramanlarinin oynadigi araziye ne olur?","2013-01-04 13:25:42","Ev yapilir","Koru yapilir","Otopark yapilir","Anit dikilir","A","19"
"469","6","Turkiye buyuk milet meclisi baska hangi adla anilir? ","2013-01-04 13:27:17","Danistay","Baro","Parlamento","Yuce divan","C","19"
"470","7","2005 yilinda Turk lirasindan kac sifir atilmistir?","2013-01-04 13:27:54","3","4","5","6","D","19"
"471","1","Sol anahtari hangi meslegi yapan kisilerin kullandigi bir terimdir?","2013-01-04 13:28:37","Cilingir","Marangoz","Tamirci","Muzisyen","D","19"
"472","2","Filistin halkinin israil isgaline karsi baslattigi baskaldiriyi simgeleyen soz hangisidir?","2013-01-04 13:29:11","Partizan","Arap bahari","Pasif direnis","Intifada","D","19"
"473","1","Soguk havalarda sicak birseyler icince ne denir?","2013-01-07 13:24:05","Havamiz degisti","Kanimiz kaynadi","Gozumuz acildi","Icimiz isindi","D","20"
"474","2","Karikatur ve filmlerde aile reisi piknikte ne giyer?","2013-01-07 13:24:36","Bornoz","Tulum","Cizgili pijama","Beyaz onluk","C","20"
"475","3","Elektrik anahtari icerdeyse, genellikle evin hangi bolumunde bulunur?","2013-01-07 13:25:12","Yatak odasi","Salon","Mutfak","Banyo","D","20"
"476","4","21 Aralik'ta kiyametle unlenen ilce hangisidir?","2013-01-07 13:25:38","Sirince","Ezine","Mengen","Alacati","A","20"
"477","5","Rengarenk kivircik sacli oyuncak bebekler hangi sebzeyle anilir?","2013-01-07 13:26:46","Lahana","Patlican","Domates","Patates","A","20"
"478","6","Kurutuldugunda gri renk olan lavanta cicegi ne renktir?","2013-01-07 13:27:21","Pembe","Mor","Kirmizi","Sari","B","20"
"479","7","TV'de dinlediginiz 'Aglasam sesimi duyar misiniz...' siiri hangi saire aittir?","2013-01-07 13:29:14","Ahmet Muhip Diranas","Ozdemir Asaf","Orhan Veli Kanik","Oktay Rifat","C","20"
"480","8","Osmanli doneminde gizli polis amirine ne ad verilirdi?","2013-01-07 13:33:11","Biyiklibasi","Tebdilbasi","Sahinbasi","Bocekbasi","D","20"
"481","1","Bir yastiga bas koymak ne demektir?","2013-01-07 13:38:14","Evlilik","Dostluk","Ortaklik","Cimrilik","A","20"
"482","2","Halk arasinda muzigin ne oldugu soylenir?","2013-01-07 13:38:44","Askin meyvesi","Kalbin aynasi","Aklin yolu","Ruhun gidasi","D","20"
"483","3","Kadinlarin kivircik yapmak icin saclarina taktigi nedir?","2013-01-07 13:39:32","Fon","Masa","Firkete","Bigudi","D","20"
"484","4","80li yillarda hemen her evde bulunan elektrik duzenleyicisi nedir?","2013-01-07 13:40:12","Regulator","Trafo","Rezistans","Aspirator","A","20"
"485","5","Garp cephesinde yeni birsey yok kitabinin adindaki Garp ne demektir?","2013-01-07 13:40:37","Kuzey","Guney","Dogu","Bati","D","20"
"486","6","TV'de dinlediginiz 'Asiye' turkunsunu kim seslendirmektedir?","2013-01-07 13:41:36","Arif Sag","Kamil Sonmez","Volkan Konak","Kazim Koyuncu","B","20"
"487","7","Gectigimiz gunlerde Turgut Ozal'dan baska hangi liderin naasi mezarindan cikarilip incelenmistir?","2013-01-07 13:44:14","Hafiz Esad","Boris Yeltsin","Yaser Arafat","Froncois Mitterand","C","20"
"488","8","Nazim Hikmet 'Kimi oldurmeye gidiyorsun Ahmet?' dizelerini hangi savas icin yazmistir?","2013-01-07 13:47:25","Kore Savasi","I. Dunya Savasi","Balkan Savasi","Trablusgarp Savasi","A","20"
"489","9","Gunumuzde saglik alanindaki onlemler anlaminda kullanilan hijyenin asil anlami nedir?","2013-01-07 13:51:41","Yagmur suyu","Yunan tanricasi","Latince beyaz","Kimyasal madde","B","20"
"490","1","Cok uzulmek anlamindaki sozde hangisi sizlar?","2013-01-07 13:58:22","Burnunun diregi","Dilinin kemigi","Avucunun ici","Gozunun bebegi","A","20"
"491","2","Anneler oyun oynarken terleyip hast olmasin diye sirtina ne koyarlar?","2013-01-07 13:59:29","Carsaf","Tulbent","Sunger","Mendil","B","20"
"492","3","Cocuklar iskambil kagitlarini devirmeden hangisini yapmaya calisirlar?","2013-01-07 14:00:30","Tren","Kopru","Kule","Tunel","C","20"
"493","4","Buzagi hangi hayvanin yavrusudur?","2013-01-07 14:01:12","Deve","Manda","Koyun","Inek","D","20"
"494","1","Istedigimiz sorudan baslayabilir miyiz ozellikle kimin sordugu sorudur?","2013-01-07 14:05:32","Yarismacilarin","Psikologlarin","Avukatlarin","Ogrencilerin","D","20"
"495","2","Basa gelmesinden korkulan olaydan bahsederken tahtaya kac kez vurulur?","2013-01-07 14:06:00","1","3","4","6","B","20"
"496","3","Alfabetik siraya gore once hangisi yazilir?","2013-01-07 14:07:10","Taksit","Talih","Tahliye","Tarif","C","20"
"497","4","Toplam 5 golun atildigi macta kazanan takim en az kac gol atmistir?","2013-01-07 14:07:50","2","3","4","5","B","20"
"498","5","Sirtustu yatarken iki elin basin arkasinda birlestirp bedeni kaldirip indirerek yapilan harket nedir?","2013-01-07 14:08:29","Parende","Sinav","Mekik","Amut","C","20"
"499","6","Tip tarihinde klonlanan ilk memeli olan ve 6 yasina kadar yasayan koyun hangi unlu kisiden adini almistir?","2013-01-07 14:09:16","Dolly Parton","Eva Peron","Sophia Loren","Marilyn Monroe","A","20"
"500","7","TRT'de Resim sevinci adli programda nasil resim cizildigini anlatan ressamin adi nedir?","2013-01-07 14:11:55","Benny Hill","Mr. Bean","Bob Ross","Bill Cosby","C","20"
"501","1","Onemsiz kucuk sorunu buyutmek anlamidaki sozde hangisinde firtina koparilir?","2013-01-11 12:37:46","Bir bardak su","Bir parmak bal","Bir avuc pirinc","Bir fincan kahve","A","21"
"502","2","Bir yerden ayrilacak kislnin durumu nedir?","2013-01-11 12:38:16","Kara gorundu","Yol gorundu","Ufuk gorundu","Isik gorundu","B","21"
"503","3","Hava durumu haberlerlerinde soguk hava genelde nereden gelir?","2013-01-11 12:38:46","Kutuplardan","Orta asyadan","Ekvatordan","Balkanlardan","D","21"
"504","4","Bankalarin ev sahibi olmak isteyenlere uzun vadeli kredi verdikleri sistem nedir?","2013-01-11 12:40:17","Leasing","Factoring","Mortgage","Emisyon","C","21"
"505","5","Lokantalarda yazili olmayan kurala gore bahsis hesabin % kacidir?","2013-01-11 12:40:52","1","10","18","20","B","21"
"506","6","Hangi tatlinin hem tuzlusu yapilir hem de bazen icine tuz konulur?","2013-01-11 12:41:22","Sutlac","Kazandibi","Gullac","Sekerpare","A","21"
"507","7","TV'de dinlediginiz konusma Istanbul vapurlarinda pazarlama yapan bu kisinin adi nedirr?","2013-01-11 12:42:57","Halil Pazarlama","Burhan Pazarlama","Ismet Pazarlama","Servet Pazarlama","B","21"
"508","8","Cok insan kafalari olmadigi icin kafayi bozmuyor sozunun sahibi Aklin Metafizigi kitabinin yazari kimdir?","2013-01-11 12:46:15","Arthur Schopenhauer","Immanuel Kant","Friedrich Nietzsche","Hegel","A","21"
"509","1","Cana yakin olgun iyi kalpli guvenilir erkeklere ne denir?","2013-01-11 12:51:03","Afacan","Babacan","Centilmen","Jon","B","21"
"510","2","Birine islerin yolunda gitmesi icin ne soylenir?","2013-01-11 12:51:34","Bahtin acik olsun","Gozun arkada kalmasin","Ellerin dert gormesin","Allah rahatlik versin","A","21"
"511","3","TRT'nin radyo yayinlari nerede yapilir?","2013-01-11 12:52:15","Atolye","Saray","Ev","Ajans","C","21"
"512","4","Can yelekleri tavandadir hangi ulasim aracinda yazar?","2013-01-11 12:53:51","Ucak","Gemi","Otobus","Tren","B","21"
"513","5","TV'de dinlediginiz melodiler hangi turkunun adi nedir?","2013-01-11 12:55:01","Tokat yollari tasli","Ordunun dereleri","Malatya malatya","Bitliste bes minare","D","21"
"514","6","Oscar odullerinin diger adi nedir?","2013-01-11 12:55:50","Enstitu Odulleri","Altin Palmiye Odulleri","Hollywood Odulleri","Akademi Odulleri","D","21"
"515","7","Ray Charles, Led Zepplin, Rolling Stones gibi isimleri kesfeden 3 Grammy'li Truk yapimci kimdir?","2013-01-11 12:58:18","Ahmet Ertegun","Mehmet Oz","Kudsi Erguner","Burhan Dogancay","A","21"
"516","8","Erkek penguenlerin asklarinin simgesi olarak nisan yuzugu olarak verdigi ve disilerin buna gore secim yaptigi nesne nedir?","2013-01-11 13:00:04","Balik","Deniz kabugu","Inci","Cakil tasi","D","21"
"517","10","1943'te USS Eldridge  adli geminin kaybolup 640 km ileride belirmesi deneyinin adi nedir?","2013-01-11 13:04:52","Alaska Deneyi","Philadelphia Deneyi","San Francisco Deneyi","Arizona Deneyi","B","21"
